ee_addr	ppc_addr	tier	mangled	demangled	c_ident	params	locals
002298a8	002dca38	med	_ZN2sa13MUSICAL_COMBO6createEi	sa::MUSICAL_COMBO::create(int)	sa__MUSICAL_COMBO__create	int type	YI::IMAGE * image; void * sqd; int GROUP; int back_sqd; int time_sqd; int face_sqd; int i; int i
00229b28	002dc1f8	sim-high	_ZN2sa13MUSICAL_COMBO12createCircleEfiii	sa::MUSICAL_COMBO::createCircle(float, int, int, int)	sa__MUSICAL_COMBO__createCircle	float param, int maskType, int box1Z, int box1CoverZ	int x; int y; int width; int height; int x1; int y1; int width1; int height1; float rot
00229d40	002dc7b0	sim-med	_ZN2sa13MUSICAL_COMBO11updateGaugeEv	sa::MUSICAL_COMBO::updateGauge()	sa__MUSICAL_COMBO__updateGauge		void * return_addr; void * return_addr
00229d68	002dc8e4	high	_ZN2sa13MUSICAL_COMBO6updateEv	sa::MUSICAL_COMBO::update()	sa__MUSICAL_COMBO__update		
00229d90	002dc91c	sim-med	_ZN2sa13MUSICAL_COMBO5closeEv	sa::MUSICAL_COMBO::close()	sa__MUSICAL_COMBO__close		int i; int i
00229e08	002dc9bc	high	_ZN2sa13MUSICAL_COMBO6setMaxEi	sa::MUSICAL_COMBO::setMax(int)	sa__MUSICAL_COMBO__setMax	int max	
00229e10	002dc9c4	high	_ZN2sa13MUSICAL_COMBO7setTimeEi	sa::MUSICAL_COMBO::setTime(int)	sa__MUSICAL_COMBO__setTime	int now	int time
00229e28	002dc9e0	seed	_ZN2sa13MUSICAL_COMBO8showFaceEv	sa::MUSICAL_COMBO::showFace()	sa__MUSICAL_COMBO__showFace		
00229e40	002dca0c	seed	_ZN2sa13MUSICAL_COMBO8hideFaceEv	sa::MUSICAL_COMBO::hideFace()	sa__MUSICAL_COMBO__hideFace		
00229e58	002dd148	sim-high	_ZN2sa13MUSICAL_COMBO9printTaskEP4TASK	sa::MUSICAL_COMBO::printTask(TASK*)	sa__MUSICAL_COMBO__printTask	TASK * task	(anonymous namespace)::MUSICAL_TARGET_CONTROL * target; int & comboNumber; float & time; const int frame; const int drawStartFrameOffset; const int justFrameOffset; const int endFrameOffset; const int number; int combo_limit_excellent; const int point; const int bone; const int okJumpFrame; sa::MUSICAL_TARGET * button2d; (anonymous namespace)::ENTRY_WK * ep; kn::FVector pos; YS::PAD * pad
0022a0f8	002df5c8	med	_ZN2sa17CIRCLE_MASK_INPUT6createEiii	sa::CIRCLE_MASK_INPUT::create(int, int, int)	sa__CIRCLE_MASK_INPUT__create	int pri, int type, int group	
0022a200	002df438	high	_ZN2sa17CIRCLE_MASK_INPUT4drawEv	sa::CIRCLE_MASK_INPUT::draw()	sa__CIRCLE_MASK_INPUT__draw		int posx; int posy; int parentx; int parenty; int x; int y; short bx; short by
0022a3d0	002df820	sim-high	_ZN2sa13MUSICAL_INPUT16createCircleSizeEifRiS1_S1_S1_S1_S1_S1_S1_Rf	sa::MUSICAL_INPUT::createCircleSize(int, float, int&, int&, int&, int&, int&, int&, int&, int&, float&)	sa__MUSICAL_INPUT__createCircleSize	int max, float param, int & x, int & y, int & width, int & height, int & x1, int & y1, int & width1, int & height1, float & rot	const float CIRCLE_ONE; const float CIRCLE_RAD
0022a5c8	002dfa40	sim-high	_ZN2sa13MUSICAL_INPUT12createCircleEfiii	sa::MUSICAL_INPUT::createCircle(float, int, int, int)	sa__MUSICAL_INPUT__createCircle	float param, int maskType, int box1Z, int box1CoverZ	int x; int y; int width; int height; int x1; int y1; int width1; int height1; float rot
0022a7e0	002e0300	med	_ZN2sa13MUSICAL_INPUT6createEi	sa::MUSICAL_INPUT::create(int)	sa__MUSICAL_INPUT__create	int type	YI::IMAGE * image; void * sqd; int GROUP; int back_sqd; int time_sqd; int excellent_sqd; int face; int i; int i
0022ab90	002e0a64	high	_ZN2sa13MUSICAL_INPUT8initFaceEi	sa::MUSICAL_INPUT::initFace(int)	sa__MUSICAL_INPUT__initFace	int count	const int num
0022abd8	002e0aa0	high	_ZN2sa13MUSICAL_INPUT7setFaceEi	sa::MUSICAL_INPUT::setFace(int)	sa__MUSICAL_INPUT__setFace	int count	const int num; const int nextNum
0022ac30	002e0af8	high	_ZN2sa13MUSICAL_INPUT6setMaxEi	sa::MUSICAL_INPUT::setMax(int)	sa__MUSICAL_INPUT__setMax	int max	
0022ac38	002e0b00	high	_ZN2sa13MUSICAL_INPUT8setInputEi	sa::MUSICAL_INPUT::setInput(int)	sa__MUSICAL_INPUT__setInput	int start	
0022ac40	002e0b08	high	_ZN2sa13MUSICAL_INPUT12setExcellentEi	sa::MUSICAL_INPUT::setExcellent(int)	sa__MUSICAL_INPUT__setExcellent	int start	
0022ac48	002e0b10	high	_ZN2sa13MUSICAL_INPUT7setTimeEi	sa::MUSICAL_INPUT::setTime(int)	sa__MUSICAL_INPUT__setTime	int now	int time
0022ac60	002dfff4	sim-high	_ZN2sa13MUSICAL_INPUT11updateGaugeEv	sa::MUSICAL_INPUT::updateGauge()	sa__MUSICAL_INPUT__updateGauge		void * return_addr; void * return_addr; void * return_addr; void * return_addr; void * return_addr; void * return_addr
0022acd0	002e02c8	high	_ZN2sa13MUSICAL_INPUT6updateEv	sa::MUSICAL_INPUT::update()	sa__MUSICAL_INPUT__update		
0022acf8	002e09a0	sim-low	_ZN2sa13MUSICAL_INPUT5closeEv	sa::MUSICAL_INPUT::close()	sa__MUSICAL_INPUT__close		int i; int i
0022ad88	002e0b2c	high	_ZN2sa13MUSICAL_INPUT10scorePrintEiPN2dk6SpriteE	sa::MUSICAL_INPUT::scorePrint(int, dk::Sprite*)	sa__MUSICAL_INPUT__scorePrint	int point, dk::Sprite * parent	int drawscore; sa::MUSICAL_SCORE * score; void * return_addr
0022ae98	002e0dc0	sim-high	_ZN2sa13MUSICAL_INPUT14ExcellentPrintERN2kn7FVectorE	sa::MUSICAL_INPUT::ExcellentPrint(kn::FVector&)	sa__MUSICAL_INPUT__ExcellentPrint	kn::FVector & pos	sa::MUSICAL_TARGET * msg
0022aef0	002e1168	sim-high	_ZN2sa13MUSICAL_INPUT9GoodPrintERN2kn7FVectorE	sa::MUSICAL_INPUT::GoodPrint(kn::FVector&)	sa__MUSICAL_INPUT__GoodPrint	kn::FVector & pos	sa::MUSICAL_TARGET * msg
0022af48	002e0d64	sim-high	_ZN2sa13MUSICAL_INPUT8BadPrintERN2kn7FVectorE	sa::MUSICAL_INPUT::BadPrint(kn::FVector&)	sa__MUSICAL_INPUT__BadPrint	kn::FVector & pos	sa::MUSICAL_TARGET * msg
0022afa0	002e1220	sim-med	_ZN2sa13MUSICAL_INPUT14ExcellentScoreEi	sa::MUSICAL_INPUT::ExcellentScore(int)	sa__MUSICAL_INPUT__ExcellentScore	int point	float fpoint; int addscore
0022afe8	002e11c4	sim-med	_ZN2sa13MUSICAL_INPUT9GoodScoreEi	sa::MUSICAL_INPUT::GoodScore(int)	sa__MUSICAL_INPUT__GoodScore	int point	
0022b028	002e0e1c	sim-high	_ZN2sa13MUSICAL_INPUT8BadScoreEi	sa::MUSICAL_INPUT::BadScore(int)	sa__MUSICAL_INPUT__BadScore	int point	
0022b0a0	002e12c0	seed	_ZN2sa13MUSICAL_INPUT9printTaskEP4TASK	sa::MUSICAL_INPUT::printTask(TASK*)	sa__MUSICAL_INPUT__printTask	TASK * task	(anonymous namespace)::MUSICAL_TARGET_CONTROL * target; const int rhythm; int & counter; float & time; const int frame; const int drawStartFrameOffset; const int inputStartFrameOffset; const int inputErrorStartFrameOffset; const int justFrameOffset; const int endFrameOffset; const int nextFrameOffset; int point; const int okJumpFrame; const int button; const int number; const int bone; sa::MUSICAL_TARGET * button2d; bool input; int ok_mode; (anonymous namespace)::ENTRY_WK * ep; kn::FVector pos; YS::PAD * pad; YS::PAD * spad; int drawscore; sa::MUSICAL_TARGET * parent; int number_index
0022b558	002e4ab0	sim-high	_ZN2sa14MUSICAL_TARGET5startEi	sa::MUSICAL_TARGET::start(int)	sa__MUSICAL_TARGET__start	int num	sa::MUSICAL_TARGET * target; void * return_addr
0022b5c0	002e4a14	high	_ZN2sa14MUSICAL_TARGET7destroyEv	sa::MUSICAL_TARGET::destroy()	sa__MUSICAL_TARGET__destroy		
0022b5f0	002e4a58	high	_ZN2sa14MUSICAL_TARGET6updateEv	sa::MUSICAL_TARGET::update()	sa__MUSICAL_TARGET__update		
0022b720	002e4ea0	seed	_ZN2sa14MUSICAL_TARGET8getImageEv	sa::MUSICAL_TARGET::getImage()	sa__MUSICAL_TARGET__getImage		
0022b730	002e4ca4	seed	_ZN2sa14MUSICAL_TARGET4initEv	sa::MUSICAL_TARGET::init()	sa__MUSICAL_TARGET__init		void * imd; void * return_addr
0022b7b0	002e4e44	seed	_ZN2sa14MUSICAL_TARGET4freeEv	sa::MUSICAL_TARGET::free()	sa__MUSICAL_TARGET__free		
0022b838	002dacb4	high	_ZN2sa10MUSICAL_2D4readEv	sa::MUSICAL_2D::read()	sa__MUSICAL_2D__read		void * return_addr
0022b898	002dae58	med	_ZN2sa10MUSICAL_2D4initEv	sa::MUSICAL_2D::init()	sa__MUSICAL_2D__init		void * imz; void * lad; ALLOCATOR * allocator; void * return_addr
0022b930	002db024	high	_ZN2sa10MUSICAL_2D5leaveEv	sa::MUSICAL_2D::leave()	sa__MUSICAL_2D__leave		
0022b948	002db05c	sim-sandwich	_ZN2sa10MUSICAL_2D4exitEv	sa::MUSICAL_2D::exit()	sa__MUSICAL_2D__exit		void * return_addr
0022b968	002db0fc	seed	_ZN2sa10MUSICAL_2D4freeEv	sa::MUSICAL_2D::free()	sa__MUSICAL_2D__free		
0022b9e0	002dac08	seed	_ZN2sa10MUSICAL_2D6getSqdEv	sa::MUSICAL_2D::getSqd()	sa__MUSICAL_2D__getSqd		void * return_addr
0022ba08	002d1398	seed	_ZN2sa5EVENT18init_bin_seq_movieERNS_13BIN_SEQ_MOVIEEP4TASK	sa::EVENT::init_bin_seq_movie(sa::BIN_SEQ_MOVIE&, TASK*)	sa__EVENT__init_bin_seq_movie	sa::BIN_SEQ_MOVIE & bin_seq_movie, TASK * task	
0022ba88	002d1478	seed	_ZN2sa5EVENT14loadImageMovieEP4TASK	sa::EVENT::loadImageMovie(TASK*)	sa__EVENT__loadImageMovie	TASK * task	int tags; YS::PAD * pad
0022bb38	002d160c	seed	_ZN2sa5EVENT10isMovieEndEv	sa::EVENT::isMovieEnd()	sa__EVENT__isMovieEnd		
0022bb60	002d1534	med	_ZN2sa5EVENT9movie_endEP4TASK	sa::EVENT::movie_end(TASK*)	sa__EVENT__movie_end	TASK * task	
0022bbc8	002d1644	seed	_ZN2sa5EVENT12movie_ensureEv	sa::EVENT::movie_ensure()	sa__EVENT__movie_ensure		
0022bc08	002d1008	high	_ZN2sa5EVENT17set_bin_seq_movieERNS_13BIN_SEQ_MOVIEEP4TASK	sa::EVENT::set_bin_seq_movie(sa::BIN_SEQ_MOVIE&, TASK*)	sa__EVENT__set_bin_seq_movie	sa::BIN_SEQ_MOVIE & bin_seq_movie, TASK * task	char[64] fileName; void * return_addr
0022bd80	002d0ff8	sim-low	_ZN2sa5EVENT15initSecretMovieEv	sa::EVENT::initSecretMovie()	sa__EVENT__initSecretMovie		
0022bd90	002d146c	med	_ZN2sa5EVENT13isSecretMovieEv	sa::EVENT::isSecretMovie()	sa__EVENT__isSecretMovie		
0022bda0	002c5518	seed	_ZN2sa9COUNTDOWN6createEib	sa::COUNTDOWN::create(int, bool)	sa__COUNTDOWN__create	int num, bool cancel	YS::IMAGE_DATA * image; YI::IMAGE * yiimage; void * return_addr; void * return_addr
0022be58	002c5ccc	high	_ZN2sa9COUNTDOWN7destroyEv	sa::COUNTDOWN::destroy()	sa__COUNTDOWN__destroy		const int priority
0022beb0	002c5d44	seed	_ZN2sa9COUNTDOWN6updateEv	sa::COUNTDOWN::update()	sa__COUNTDOWN__update		
0022bef8	002c56b4	high	_ZN2sa5EVENT17set_bin_countdownERNS_13BIN_COUNTDOWNEP4TASK	sa::EVENT::set_bin_countdown(sa::BIN_COUNTDOWN&, TASK*)	sa__EVENT__set_bin_countdown	sa::BIN_COUNTDOWN & bin_seq, TASK * task	int START_SEQ; sa::COUNTDOWN * sp; sa::ROUND_NUMBER * round; void * return_addr
0022c108	002c5a9c	high	_ZN2sa5EVENT14last_countdownEv	sa::EVENT::last_countdown()	sa__EVENT__last_countdown		int START_SEQ; sa::COUNTDOWN * sp
0022c1f8	002c51a8	med	_ZN2sa12ROUND_NUMBER6createEiPNS_9COUNTDOWNE	sa::ROUND_NUMBER::create(int, sa::COUNTDOWN*)	sa__ROUND_NUMBER__create	int number, sa::COUNTDOWN * parent	YS::IMAGE_DATA * image; YI::IMAGE * yiimage; int[3] code; int xpos; int ypos; int width; int loop_dec; void * return_addr; void * return_addr; int i; int i; int i; const int ADD_XSIZE; int i; const int SADD_XSIZE
0022c410	002c5d98	high	_ZN2sa12ROUND_NUMBER7destroyEv	sa::ROUND_NUMBER::destroy()	sa__ROUND_NUMBER__destroy		
0022c4b8	002ca570	sim-sib-med	_ZN2sa5EVENT17getLayoutFileNameEPc	sa::EVENT::getLayoutFileName(char*)	sa__EVENT__getLayoutFileName	char * name	void * return_addr
0022c508	002ca728	sim-med	_ZN2sa5EVENT15layout_read_setEPc	sa::EVENT::layout_read_set(char*)	sa__EVENT__layout_read_set	char * name	
0022c530	002ca7d0	high	_ZN2sa5EVENT25set_bin_seq_layout_nonameERNS_14BIN_SEQ_LAYOUTEP4TASK	sa::EVENT::set_bin_seq_layout_noname(sa::BIN_SEQ_LAYOUT&, TASK*)	sa__EVENT__set_bin_seq_layout_noname	sa::BIN_SEQ_LAYOUT & bin_seq_layout, TASK * task	
0022c590	002cc6c0	sim-high	_ZN2sa5EVENT26set_bin_seq_mission_effectERNS_22BIN_SEQ_MISSION_EFFECTEP4TASK	sa::EVENT::set_bin_seq_mission_effect(sa::BIN_SEQ_MISSION_EFFECT&, TASK*)	sa__EVENT__set_bin_seq_mission_effect	sa::BIN_SEQ_MISSION_EFFECT & bin_seq_mission_effect, TASK * task	
0022c7c0	002d7bfc	seed	_ZN2sa5EVENT11set_bin_tagERNS_7BIN_TAGEP4TASK	sa::EVENT::set_bin_tag(sa::BIN_TAG&, TASK*)	sa__EVENT__set_bin_tag	sa::BIN_TAG & bin_tag, TASK * task	const int tag; void * return_addr
0022c840	002d7d60	sim-high	_ZN2sa9mu060TaskEP4TASK	sa::mu060Task(TASK*)	sa__mu060Task	TASK * task	dk::Aabbox bbox
0022c8f8	002d7b40	med	_ZN2sa5EVENT7callTagEi	sa::EVENT::callTag(int)	sa__EVENT__callTag	const int tag	const int priority; TASK * task
0022c998	002d8520	seed	_ZN2sa5EVENT20set_bin_seq_treasureERNS_16BIN_SEQ_TREASUREEP4TASK	sa::EVENT::set_bin_seq_treasure(sa::BIN_SEQ_TREASURE&, TASK*)	sa__EVENT__set_bin_seq_treasure	sa::BIN_SEQ_TREASURE & bin_seq_treasure, TASK * task	void * return_addr
0022ca00	002caf44	high	_ZN2sa5EVENT10light_ctrlEv	sa::EVENT::light_ctrl()	sa__EVENT__light_ctrl		const int frame; const int CNT; sa::BIN_LIGHT_DATA * light_data; void * return_addr; int loop; const int start_frame; const int end_frame; kn::LightParamPosition * light_param_pos; sa::ENTRY_WK * p; kn::LightParam * lightparam; void * return_addr
0022cae8	002d8cd8	med	_ZN2sa5EVENT16set_bin_vib_dataERNS_12BIN_VIB_DATAEP4TASK	sa::EVENT::set_bin_vib_data(sa::BIN_VIB_DATA&, TASK*)	sa__EVENT__set_bin_vib_data	sa::BIN_VIB_DATA & bin_vib_data, TASK * task	int priority; TASK * newtask; ALLOCATOR * allocator; YI::VIBRATION * vib
0022cba0	002d8dc0	med	_ZN2sa5EVENT7vibTaskEP4TASK	sa::EVENT::vibTask(TASK*)	sa__EVENT__vibTask	TASK * task	YI::VIBRATION * vib
0022cc08	002d8e44	med	_ZN2sa5EVENT16vibTaskFinalizerEP4TASK	sa::EVENT::vibTaskFinalizer(TASK*)	sa__EVENT__vibTaskFinalizer	TASK * task	YI::VIBRATION * vib
0022cc38	002c6578	med	_ZN2sa5EVENT16set_bin_seq_fadeERNS_12BIN_SEQ_FADEEP4TASK	sa::EVENT::set_bin_seq_fade(sa::BIN_SEQ_FADE&, TASK*)	sa__EVENT__set_bin_seq_fade	sa::BIN_SEQ_FADE & bin_seq_fade, TASK * task	
0022cd48	002c6908	high	_ZN2sa5EVENT16set_bin_seq_blurERNS_12BIN_SEQ_BLUREP4TASK	sa::EVENT::set_bin_seq_blur(sa::BIN_SEQ_BLUR&, TASK*)	sa__EVENT__set_bin_seq_blur	sa::BIN_SEQ_BLUR & bin_seq_blur, TASK * task	
0022ce00	002c6a7c	sim-high	_ZN2sa5EVENT21set_bin_seq_obj_pauseERNS_17BIN_SEQ_OBJ_PAUSEEP4TASK	sa::EVENT::set_bin_seq_obj_pause(sa::BIN_SEQ_OBJ_PAUSE&, TASK*)	sa__EVENT__set_bin_seq_obj_pause	sa::BIN_SEQ_OBJ_PAUSE & bin_seq_obj_pause, TASK * task	
0022ce50	002c6b08	med	_ZN2sa5EVENT16set_bin_seq_glowERNS_12BIN_SEQ_GLOWEP4TASK	sa::EVENT::set_bin_seq_glow(sa::BIN_SEQ_GLOW&, TASK*)	sa__EVENT__set_bin_seq_glow	sa::BIN_SEQ_GLOW & bin_seq_glow, TASK * task	
0022cea0	002c6b94	sim-high	_ZN2sa5EVENT17set_bin_seq_focusERNS_13BIN_SEQ_FOCUSEP4TASK	sa::EVENT::set_bin_seq_focus(sa::BIN_SEQ_FOCUS&, TASK*)	sa__EVENT__set_bin_seq_focus	sa::BIN_SEQ_FOCUS & bin_seq_focus, TASK * task	bool far
0022cf18	002c70f4	med	_ZN2sa9shakeTaskEP4TASK	sa::shakeTask(TASK*)	sa__shakeTask	TASK * task	
0022cf60	002c67b8	med	_ZN2sa5EVENT13set_bin_shakeERNS_9BIN_SHAKEEP4TASK	sa::EVENT::set_bin_shake(sa::BIN_SHAKE&, TASK*)	sa__EVENT__set_bin_shake	sa::BIN_SHAKE & bin_shake, TASK * task	
0022d000	002c7040	sim-med	_ZN2sa5EVENT12blackFogTaskEP4TASK	sa::EVENT::blackFogTask(TASK*)	sa__EVENT__blackFogTask	TASK * task	dk::Linear * black_fog
0022d068	002c70c4	sim-med	_ZN2sa5EVENT21blackFogTaskFinalizerEP4TASK	sa::EVENT::blackFogTaskFinalizer(TASK*)	sa__EVENT__blackFogTaskFinalizer	TASK * task	dk::Linear * black_fog
0022d098	002c6c90	sim-high	_ZN2sa5EVENT17set_bin_black_fogERNS_13BIN_BLACK_FOGEP4TASK	sa::EVENT::set_bin_black_fog(sa::BIN_BLACK_FOG&, TASK*)	sa__EVENT__set_bin_black_fog	sa::BIN_BLACK_FOG & bin_black_fog, TASK * task	int priority; TASK * newtask; ALLOCATOR * allocator; dk::Linear * black_fog
0022d1d8	002c6e60	sim-sandwich	_ZN2sa5EVENT11set_bin_fogERNS_7BIN_FOGEP4TASK	sa::EVENT::set_bin_fog(sa::BIN_FOG&, TASK*)	sa__EVENT__set_bin_fog	sa::BIN_FOG & bin_fog, TASK * task	
0022d238	002c6f30	sim-sandwich	_ZN2sa5EVENT15set_bin_sky_offERNS_11BIN_SKY_OFFEP4TASK	sa::EVENT::set_bin_sky_off(sa::BIN_SKY_OFF&, TASK*)	sa__EVENT__set_bin_sky_off	sa::BIN_SKY_OFF & bin_sky_off, TASK * task	
0022d288	002c6fb4	sim-high	_ZN2sa5EVENT17set_bin_hide_fobjERNS_13BIN_HIDE_FOBJEP4TASK	sa::EVENT::set_bin_hide_fobj(sa::BIN_HIDE_FOBJ&, TASK*)	sa__EVENT__set_bin_hide_fobj	sa::BIN_HIDE_FOBJ & bin, TASK * task	
0022d358	002d72cc	seed	_ZN2sa5EVENT15system_prestartEP4TASK	sa::EVENT::system_prestart(TASK*)	sa__EVENT__system_prestart	TASK * task	
0022d3a8	002d732c	med	_ZN2sa5EVENT12system_startERNS_16BIN_SYSTEM_STARTEP4TASK	sa::EVENT::system_start(sa::BIN_SYSTEM_START&, TASK*)	sa__EVENT__system_start	sa::BIN_SYSTEM_START & bin_system_start, TASK * task	
0022d3b8	002d6e48	med	_ZN2sa5EVENT19seq_event_end_frameERNS_19BIN_EVENT_END_FRAMEE	sa::EVENT::seq_event_end_frame(sa::BIN_EVENT_END_FRAME&)	sa__EVENT__seq_event_end_frame	sa::BIN_EVENT_END_FRAME & bin_event_end_frame	
0022d3c8	002d737c	seed	_ZN2sa5EVENT17system_game_speedERNS_25BIN_SEQ_SYSTEM_GAME_SPEEDEP4TASK	sa::EVENT::system_game_speed(sa::BIN_SEQ_SYSTEM_GAME_SPEED&, TASK*)	sa__EVENT__system_game_speed	sa::BIN_SEQ_SYSTEM_GAME_SPEED & bin_seq_system_game_speed, TASK * task	float speed
0022d440	002d7034	med	_ZN2sa5EVENT13leaveAllActorEv	sa::EVENT::leaveAllActor()	sa__EVENT__leaveAllActor		int i; void * return_addr
0022d4e8	002d6e98	high	_ZN2sa5EVENT11reloadActorERNS_15BIN_CACHE_CLEARE	sa::EVENT::reloadActor(sa::BIN_CACHE_CLEAR&)	sa__EVENT__reloadActor	sa::BIN_CACHE_CLEAR & bin_cache_clear	int i; void * return_addr
0022d598	002d71e4	seed	_ZN2sa5EVENT19set_bin_cache_clearERNS_15BIN_CACHE_CLEAREP4TASK	sa::EVENT::set_bin_cache_clear(sa::BIN_CACHE_CLEAR&, TASK*)	sa__EVENT__set_bin_cache_clear	sa::BIN_CACHE_CLEAR & bin_cache_clear, TASK * task	
0022d618	002c07b0	med	_ZN2sa5EVENT16set_bin_bg_grupeERNS_12BIN_BG_GRUPEEP4TASK	sa::EVENT::set_bin_bg_grupe(sa::BIN_BG_GRUPE&, TASK*)	sa__EVENT__set_bin_bg_grupe	sa::BIN_BG_GRUPE & bin_bg_grupe, TASK * task	
0022d688	002c0920	med	_ZN2sa5EVENT17set_bin_wide_maskERNS_13BIN_WIDE_MASKEP4TASK	sa::EVENT::set_bin_wide_mask(sa::BIN_WIDE_MASK&, TASK*)	sa__EVENT__set_bin_wide_mask	sa::BIN_WIDE_MASK & bin_wide_mask, TASK * task	
0022d6d8	002c08ac	seed	_ZN2sa5EVENT7wide_onEv	sa::EVENT::wide_on()	sa__EVENT__wide_on		const int fade_frame
0022d778	002c0a20	sim-high	_ZN2sa5EVENT17set_bin_wall_clipERNS_13BIN_WALL_CLIPEP4TASK	sa::EVENT::set_bin_wall_clip(sa::BIN_WALL_CLIP&, TASK*)	sa__EVENT__set_bin_wall_clip	sa::BIN_WALL_CLIP & bin, TASK * task	
0022d7c8	002c0ab8	sim-low	_ZN2sa5EVENT8initWideEv	sa::EVENT::initWide()	sa__EVENT__initWide		
0022d7d8	002c0ac8	med	_ZN2sa5EVENT6isWideEv	sa::EVENT::isWide()	sa__EVENT__isWide		
0022d7e8	002cb840	med	_ZN2sa5EVENT11initMessageEv	sa::EVENT::initMessage()	sa__EVENT__initMessage		int i
0022d820	002cb894	med	_ZN2sa5EVENT13ensureMessageEv	sa::EVENT::ensureMessage()	sa__EVENT__ensureMessage		int i
0022d880	002cb930	med	_ZN2sa5EVENT15set_bin_seq_mesERNS_11BIN_SEQ_MESEP4TASK	sa::EVENT::set_bin_seq_mes(sa::BIN_SEQ_MES&, TASK*)	sa__EVENT__set_bin_seq_mes	sa::BIN_SEQ_MES & bin_seq_mes, TASK * task	int i
0022d9b0	002cbb60	med	_ZN2sa5EVENT24set_bin_seq_wait_messageERNS_20BIN_SEQ_WAIT_MESSAGEEP4TASK	sa::EVENT::set_bin_seq_wait_message(sa::BIN_SEQ_WAIT_MESSAGE&, TASK*)	sa__EVENT__set_bin_seq_wait_message	sa::BIN_SEQ_WAIT_MESSAGE & bin_seq_mes, TASK * task	int i
0022dc30	002c89dc	med	_ZN2sa5EVENT21set_bin_effect_deleteERNS_17BIN_EFFECT_DELETEEP4TASK	sa::EVENT::set_bin_effect_delete(sa::BIN_EFFECT_DELETE&, TASK*)	sa__EVENT__set_bin_effect_delete	sa::BIN_EFFECT_DELETE & bin_effect_delete, TASK * task	
0022dd40	002c89dc	sim-rerun-high	_ZN2sa5EVENT21set_bin_effect_deleteERNS_17BIN_EFFECT_DELETEEP4TASK	sa::EVENT::set_bin_effect_delete(sa::BIN_EFFECT_DELETE&, TASK*)	sa__EVENT__set_bin_effect_delete_2	sa::BIN_EFFECT_DELETE & bin_effect_delete, TASK * task	
0022dd80	002c83dc	sim-high	_ZN2sa5EVENT14set_effect_seqERNS_14BIN_EFFECT_SEQEP4TASK	sa::EVENT::set_effect_seq(sa::BIN_EFFECT_SEQ&, TASK*)	sa__EVENT__set_effect_seq	sa::BIN_EFFECT_SEQ & bin_effect_seq, TASK * task	sa::EFFECT_WK * effect_wk; ryj::EFFECT * effect; void * return_addr
0022e110	002c8a6c	seed	_ZN2sa5EVENT21deleteChackEffectTaskEP4TASK	sa::EVENT::deleteChackEffectTask(TASK*)	sa__EVENT__deleteChackEffectTask	TASK * task	int i; int i
0022e160	002c7828	sim-low	_ZN2sa5EVENT14effectCallbackEPvjS1_	sa::EVENT::effectCallback(void*, unsigned int, void*)	sa__EVENT__effectCallback	void * addr, size_t size, void * arg	sa::READ_WK * p
0022e188	002c7864	sim-sib-med	_ZN2sa5EVENT14getPaxFileNameEPc	sa::EVENT::getPaxFileName(char*)	sa__EVENT__getPaxFileName	char * name	void * return_addr; void * return_addr
0022e1f8	002c7a24	sim-high	_ZN2sa5EVENT15effect_read_setEPci	sa::EVENT::effect_read_set(char*, int)	sa__EVENT__effect_read_set	char * name, int put_id	sa::READ_WK * p; char * paxname
0022e288	002c8c88	high	_ZN2sa5EVENT14leaveAllEffectEv	sa::EVENT::leaveAllEffect()	sa__EVENT__leaveAllEffect		int i
0022e368	002c8234	sim-low	_ZN2sa5EVENT13set_effect_wkERNS_14BIN_EFFECT_SEQE	sa::EVENT::set_effect_wk(sa::BIN_EFFECT_SEQ&)	sa__EVENT__set_effect_wk	sa::BIN_EFFECT_SEQ & bin_effect_seq	void * return_addr; int i
0022e3e8	002d2838	high	_ZN2sa5EVENT12set_kage_seqERNS_12BIN_KAGE_SEQEP4TASK	sa::EVENT::set_kage_seq(sa::BIN_KAGE_SEQ&, TASK*)	sa__EVENT__set_kage_seq	sa::BIN_KAGE_SEQ & bin_kage_seq, TASK * task	sa::ENTRY_WK * p; void * return_addr; void * return_addr
0022e468	002d2b7c	high	_ZN2sa5EVENT10set_ik_seqERNS_10BIN_IK_SEQEP4TASK	sa::EVENT::set_ik_seq(sa::BIN_IK_SEQ&, TASK*)	sa__EVENT__set_ik_seq	sa::BIN_IK_SEQ & bin_ik_seq, TASK * task	sa::ENTRY_WK * p; void * return_addr; void * return_addr
0022e4f0	002d3ecc	sim-high	_ZN2sa5EVENT14set_mirror_seqERNS_10BIN_MIRROREP4TASK	sa::EVENT::set_mirror_seq(sa::BIN_MIRROR&, TASK*)	sa__EVENT__set_mirror_seq	sa::BIN_MIRROR & bin_mirror, TASK * task	sa::ENTRY_WK * p; void * return_addr; void * return_addr
0022e5f8	002d2fa4	seed	_ZN2sa5EVENT16set_tex_fade_seqERNS_12BIN_TEX_FADEEP4TASK	sa::EVENT::set_tex_fade_seq(sa::BIN_TEX_FADE&, TASK*)	sa__EVENT__set_tex_fade_seq	sa::BIN_TEX_FADE & bin_tex_fade, TASK * task	sa::ENTRY_WK * p; void * return_addr; void * return_addr
0022e6b0	002d31b8	sim-med	_ZN2sa5EVENT8setScaleEiPN2YS3OBJEf	sa::EVENT::setScale(int, YS::OBJ*, float)	sa__EVENT__setScale	int type, YS::OBJ * obj, float scale	void * return_addr
